bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2024-05-24 19:27:28,368183080,WDL9880,,CHIKAMIN,,58.10678167,-135.44548333,297.1,0.0,,,Pleasure craft,,20,6
2024-05-24 19:45:28,368183080,WDL9880,,CHIKAMIN,,58.10678667,-135.44547000,302.8,0.0,,,Pleasure craft,,20,6
2024-05-24 20:03:28,368183080,WDL9880,,CHIKAMIN,,58.10678167,-135.44545333,306.1,0.0,,,Pleasure craft,,20,6
2024-05-24 20:21:21,368183080,WDL9880,,CHIKAMIN,,58.10680500,-135.44547333,357.3,0.0,,,Pleasure craft,,20,6
2024-05-24 20:36:29,368183080,WDL9880,,CHIKAMIN,,58.10679833,-135.44549167,328.8,0.0,,,Pleasure craft,,20,6
2024-05-24 20:57:29,368183080,WDL9880,,CHIKAMIN,,58.10680667,-135.44548333,176.6,0.0,,,Pleasure craft,,20,6
2024-05-24 21:12:23,368183080,WDL9880,,CHIKAMIN,,58.10671833,-135.44535667,205.9,0.0,,,Pleasure craft,,20,6
2024-05-24 21:15:28,368183080,WDL9880,,CHIKAMIN,,58.10679667,-135.44544333,222.2,0.0,,,Pleasure craft,,20,6
2024-05-24 21:33:29,368183080,WDL9880,,CHIKAMIN,,58.10677833,-135.44547500,228.9,0.0,,,Pleasure craft,,20,6
2024-05-24 21:51:28,368183080,WDL9880,,CHIKAMIN,,58.10679833,-135.44545000,199.2,0.0,,,Pleasure craft,,20,6
2024-05-24 22:09:27,368183080,WDL9880,,CHIKAMIN,,58.10677667,-135.44545333,231.5,0.0,,,Pleasure craft,,20,6
2024-05-24 22:27:29,368183080,WDL9880,,CHIKAMIN,,58.10677667,-135.44545500,258.4,0.0,,,Pleasure craft,,20,6
2024-05-24 22:42:29,368183080,WDL9880,,CHIKAMIN,,58.10680167,-135.44548833,307.2,0.0,,,Pleasure craft,,20,6
2024-05-24 22:45:21,368183080,WDL9880,,CHIKAMIN,,58.10679000,-135.44547333,305.2,0.0,,,Pleasure craft,,20,6
2024-05-24 23:03:22,368183080,WDL9880,,CHIKAMIN,,58.10679167,-135.44547667,333.6,0.0,,,Pleasure craft,,20,6
2024-05-24 23:21:22,368183080,WDL9880,,CHIKAMIN,,58.10678333,-135.44547500,302.3,0.0,,,Pleasure craft,,20,6
2024-05-24 23:39:27,368183080,WDL9880,,CHIKAMIN,,58.10675000,-135.44540667,297.2,0.0,,,Pleasure craft,,20,6
2024-05-24 23:54:24,368183080,WDL9880,,CHIKAMIN,,58.10678667,-135.44545667,264.5,0.0,,,Pleasure craft,,20,6
2024-05-24 23:57:27,368183080,WDL9880,,CHIKAMIN,,58.10679000,-135.44550333,271.8,0.0,,,Pleasure craft,,20,6
2024-05-24 14:15:52,368183490,,,OCEAN QUEST,,58.19409333,-136.34940000,0.0,0.1,,,,,,
2024-05-24 14:18:54,368183490,,,OCEAN QUEST,,58.19418667,-136.34956000,0.0,0.1,,,,,,
2024-05-24 14:24:53,368183490,,,OCEAN QUEST,,58.19432000,-136.34946667,349.3,0.4,,,,,,
2024-05-24 14:30:52,368183490,,,OCEAN QUEST,,58.19388667,-136.34965333,177.4,0.0,,,,,,
2024-05-24 14:36:53,368183490,,,OCEAN QUEST,,58.19424000,-136.34957333,177.4,0.0,,,,,,
2024-05-24 14:42:53,368183490,,,OCEAN QUEST,,58.19426000,-136.34957333,177.4,0.0,,,,,,
2024-05-24 14:48:53,368183490,,,OCEAN QUEST,,58.19410000,-136.34956000,177.4,0.0,,,,,,
2024-05-24 14:54:52,368183490,,,OCEAN QUEST,,58.19410667,-136.34970667,175.8,0.0,,,,,,
2024-05-24 15:00:53,368183490,,,OCEAN QUEST,,58.19404000,-136.34958667,175.8,0.0,,,,,,
2024-05-24 15:06:53,368183490,,,OCEAN QUEST,,58.19408667,-136.34977333,175.8,0.0,,,,,,
2024-05-24 15:12:53,368183490,,,OCEAN QUEST,,58.19402667,-136.34958667,175.8,0.0,,,,,,
2024-05-24 15:18:53,368183490,,,OCEAN QUEST,,58.19398667,-136.34961333,175.8,0.0,,,,,,
2024-05-24 15:24:54,368183490,,,OCEAN QUEST,,58.19386667,-136.34968000,175.8,0.0,,,,,,
2024-05-24 15:30:53,368183490,,,OCEAN QUEST,,58.19398000,-136.34970667,175.8,0.0,,,,,,
2024-05-24 15:36:54,368183490,,,OCEAN QUEST,,58.19401333,-136.34957333,175.8,0.0,,,,,,
2024-05-24 15:42:52,368183490,,,OCEAN QUEST,,58.19392000,-136.34940000,139.2,0.0,,,,,,
2024-05-24 15:45:52,368183490,,,OCEAN QUEST,,58.19462667,-136.35061333,312.4,3.4,,,,,,
2024-05-24 15:46:22,368183490,,,OCEAN QUEST,,58.19499333,-136.35154667,295.7,4.8,,,,,,
2024-05-24 15:46:52,368183490,,,OCEAN QUEST,,58.19524667,-136.35329333,292.0,9.8,,,,,,
2024-05-24 15:47:22,368183490,,,OCEAN QUEST,,58.19580000,-136.35624000,278.6,14.6,,,,,,
2024-05-24 15:47:54,368183490,,,OCEAN QUEST,,58.19496000,-136.36074667,207.5,19.8,,,,,,
2024-05-24 15:48:23,368183490,,,OCEAN QUEST,,58.19198667,-136.36037333,166.3,24.5,,,,,,
